"StudId","Bpi"
"13348","1"
"13349","2"
"13350","6"
"13351",""
"13352","7"
"13353",""
"13354","2"
"13355","2"
"13356","4"
"13357",""
"13358","NA"
"13359","2"
"13360","5"
"13361",""
"13362","7"
"13363","3"
"13364","6"
"13365","6"
"13366","6"
"13367","1"
"13368","6"
"13369","NA"
"13370","7"
"13371","NA"
"13372",""
"13373","4"
"13374","4"
"13375","6"
"13376","3"
"13377",""
"13378","4"
"13379","NA"
"13380","1"
"13381","1"
"13382",""
"13383",""
"13384","2"
"13385",""
"13386","2"
"13387",""
"13388","4"
"13389","2"
"13390","2"
"13391","2"
"13392","2"
"13393","3"
"13394","1"
"13395","5"
"13396","2"
"13397","NA"
"13398",""
"13399","2"
"13400","2"
"13401","7"
"13402","5"
"13403","2"
"13404","4"
"13405","2"
"13406","1"
"13407","NA"
"13408","2"
"13409","13"
"13410","5"
"13411","NA"
"13412",""
"13413","6"
"13414","2"
"13415","3"
"13416",""
"13417","2"
"13418",""
"13419",""
"13420","3"
"13421",""
"13422","4"
"13423",""
"13424","5"
"13425","NA"
"13426","2"
"13427",""
"13428","7"
"13429","3"
"13430","3"
"13431","2"
"13432","6"
"13433","10"
"13434","6"
"13435","2"
"13436","2"
"13437","3"
"13438",""
"13439","2"
"13440","9"
"13441","5"
"13442",""
"13443","2"
"13444","6"
"13445","2"
"13446","NA"
"13447","NA"
"13448",""
"13449","1"
"13450","3"
"13451","1"
"13452","1"
"13453","4"
"13454","7"
"13455","NA"
"13456","NA"
"13457","2"
"13458",""
"13459","NA"
"13460",""
"13461",""
"13462","3"
"13463",""
"13464","1"
"13465","2"
"13466","1"
"13467",""
"13468","5"
"13469","3"
"13470","8"
"13471","1"
"13472","4"
"13473","4"
"13474","NA"
"13475",""
"13476","NA"
"13477","1"
"13478",""
"13479","3"
"13480","NA"
"13481","4"
"13482","1"
"13483","2"
"13484","15"
"13485","4"
"13486",""
"13487","2"
"13488","2"
"13489","NA"
"13490","1"
"13491","2"
"13492",""
"13493",""
"13494","2"
"13495","2"
"13496","NA"
"13497","10"
"13498","2"
"13499","8"
"13500","2"
"13501",""
"13502","1"
"13503","7"
"13504","1"
"13505",""
"13506","3"
"13507","NA"
"13508","NA"
"13509","2"
"13510","2"
"13511",""
"13512","1"
"13513","4"
"13514","2"
"13515","3"
"13516","2"
"13517","2"
"13518","2"
"13519","2"
"13520","NA"
"13521","2"
"13522","1"
"13523","NA"
"13524","2"
"13525","0"
"13526","NA"
"13527","2"
"13528",""
"13529","2"
"13530","6"
"13531","6"
"13532","2"
"13533","NA"
"13534","1"
"13535","1"
"13536","2"
"13537","3"
"13538",""
"13539","1"
"13540","4"
"13541","NA"
"13542",""
"13543","0"
"13544","1"
"13545","NA"
"13546",""
"13547","2"
"13548","3"
"13549","3"
"13550","8"
"13551",""
"13552",""
"13553","3"
"13554","3"
"13555",""
"13556","4"
"13557","3"
"13558","1"
"13559","3"
"13560","2"
"13561",""
"13562","1"
"13563","1"
"13564","2"
"13565","1"
"13566","2"
"13567","3"
"13568","3"
"13569","1"
"13570",""
"13571",""
"13572","2"
"13573","1"
"13574","11"
"13575",""
"13576","2"
"13577","2"
"13578","3"
"13579",""
"13580","2"
"13581",""
"13582","5"
"13583","2"
"13584","NA"
"13585",""
"13586","3"
"13587","3"
"13588","5"
"13589",""
"13590","3"
"13591","NA"
"13592","NA"
"13593","3"
"13594","NA"
"13595",""
"13596","NA"
"13597","NA"
"13598","3"
"13599","2"
"13600","NA"
"13601","2"
"13602","4"
"13603","2"
"13604","2"
"13605","2"
"13606","5"
"13607","1"
"13608","NA"
"13609",""
"13610","4"
"13611","NA"
"13612",""
"13613","4"
"13614",""
"13615",""
"13616","1"
"13617",""
"13618",""
"13619","1"
"13620","2"
"13621","4"
"13622","6"
"13623","4"
"13624","3"
"13625","1"
"13626","2"
"13627","4"
"13628",""
"13629","2"
"13630","NA"
"13631",""
"13632",""
"13633","3"
"13634","NA"
"13635","7"
"13636","2"
"13637",""
"13638","3"
"13639","3"
"13640","5"
"13641","NA"
"13642","5"
"13643","NA"
"13644","2"
"13645",""
"13646","2"
"13647",""
"13648",""
"13649","3"
"13650","4"
"13651","9"
"13652","2"
"13653","3"
"13654","NA"
"13655","8"
"13656","6"
"13657","1"
"13658","3"
"13659",""
"13660","NA"
"13661",""
"13662","4"
"13663",""
"13664","NA"
"13665","NA"
"13666","1"
"13667","1"
"13668","3"
"13669","14"
"13670","NA"
"13671",""
"13672","1"
"13673",""
"13674","4"
"13675",""
"13676",""
"13677","2"
"13678","NA"
"13679","3"
"13680","3"
"13681",""
"13682","2"
"13683","NA"
"13684","NA"
"13685","2"
"13686","NA"
"13687",""
"13688","NA"
"13689","3"
"13690","2"
"13691","NA"
"13692","4"
"13693","NA"
"13694","2"
"13695","1"
"13696","3"
"13697","1"
"13698","4"
"13699","1"
"13700","8"
"13701","NA"
"13702",""
"13703","3"
"13704",""
"13705","4"
"13706","NA"
"13707","6"
"13708",""
"13709","1"
"13710","5"
"13711","NA"
"13712",""
"13713","2"
"13714","NA"
"13715","3"
"13716","NA"
"13717",""
"13718","3"
"13719","NA"
"13720","2"
"13721","3"
"13722",""
"13723","NA"
"13724",""
"13725","NA"
"13726","3"
"13727",""
"13728","4"
"13729",""
"13730",""
"13731","3"
"13732","NA"
"13733","3"
"13734","3"
"13735","5"
"13736",""
"13737","2"
"13738","NA"
"13739","2"
"13740",""
"13741",""
"13742","3"
"13743","3"
"13744","2"
"13745",""
"13746",""
"13747","5"
"13748","2"
"13749","3"
"13750","8"
"13751","1"
"13752","2"
"13753",""
"13754","2"
"13755","2"
"13756","5"
"13757",""
"13758","NA"
"13759",""
"13760","NA"
"13761","NA"
"13762","1"
"13763","2"
"13764","3"
"13765","5"
"13766","4"
"13767","4"
"13768","4"
"13769","NA"
"13770","1"
"13771","3"
"13772","1"
"13773","2"
"13774","1"
"13775","NA"
"13776","6"
"13777","NA"
"13778","13"
"13779","6"
"13780","1"
"13781","NA"
"13782","7"
"13783","NA"
"13784","8"
"13785","NA"
"13786",""
"13787","9"
"13788","2"
"13789","NA"
"13790",""
"13791","NA"
"13792","5"
"13793","3"
"13794",""
"13795","2"
"13796",""
"13797","NA"
"13798","NA"
"13799","1"
"13800","4"
"13801",""
"13802","4"
"13803","3"
"13804","9"
"13805","1"
"13806","1"
"13807","3"
"13808","3"
"13809","2"
"13810","NA"
"13811","3"
"13812","6"
"13813","6"
"13814","NA"
"13815","2"
"13816","3"
"13817",""
"13818","NA"
"13819","4"
"13820","3"
"13821","NA"
"13822",""
"13823","1"
"13824","NA"
"13825","3"
"13826","2"
"13827","1"
"13828","2"
"13829",""
"13830","5"
"13831","3"
"13832",""
"13833","NA"
"13834","1"
"13835","2"
"13836","6"
"13837","2"
"13838",""
"13839","2"
"13840","5"
"13841","1"
"13842","2"
"13843","3"
"13844","3"
"13845","4"
"13846","5"
"13847","1"
"13848","5"
"13849","1"
"13850","4"
"13851","2"
"13852",""
"13853","9"
"13854","3"
"13855","NA"
"13856","9"
"13857","NA"
"13858","3"
"13859",""
"13860","1"
"13861","2"
"13862","1"
"13863","3"
"13864","2"
"13865",""
"13866","3"
"13867","NA"
"13868",""
"13869","4"
"13870","5"
"13871","3"
"13872",""
"13873","1"
"13874","2"
"13875","2"
"13876","1"
"13877","2"
"13878","3"
"13879",""
"13880","5"
"13881","6"
"13882",""
"13883","4"
"13884","3"
"13885","5"
"13886","5"
"13887","2"
"13888","1"
"13889","9"
"13890","3"
"13891","1"
"13892",""
"13893","8"
"13894","6"
"13895","1"
"13896","4"
"13897","2"
"13898",""
"13899","1"
"13900","1"
"13901","NA"
"13902","2"
"13903","4"
"13904",""
"13905","1"
"13906","3"
"13907","4"
"13908","2"
"13909","2"
"13910","1"
"13911","NA"
"13912","1"
"13913","2"
"13914","NA"
"13915","2"
"13916","2"
"13917",""
"13918","3"
"13919","4"
"13920","NA"
"13921",""
"13922","3"
"13923","3"
"13924","NA"
"13925","1"
"13926","1"
"13927","1"
"13928","3"
"13929","NA"
"13930","NA"
"13931","2"
"13932","5"
"13933","2"
"13934","3"
"13935",""
"13936","5"
"13937",""
"13938","1"
"13939","8"
"13940","3"
"13941",""
"13942","9"
"13943","2"
"13944","1"
"13945","2"
"13946",""
"13947",""
"13948",""
"13949","2"
"13950","NA"
"13951","1"
"13952","2"
"13953","5"
"13954","NA"
"13955","NA"
"13956","4"
"13957","2"
"13958","2"
"13959","3"
"13960","4"
"13961",""
"13962","3"
"13963","NA"
"13964","1"
"13965","5"
"13966",""
"13967","1"
"13968","2"
"13969","1"
"13970","2"
"13971","3"
"13972",""
"13973",""
"13974","2"
"13975","2"
"13976","2"
"13977","2"
"13978","NA"
"13979",""
"13980",""
"13981","2"
"13982","3"
"13983","1"
"13984","3"
"13985","2"
"13986","2"
"13987","NA"
"13988","NA"
"13989","NA"
"13990","2"
"13991","2"
"13992","3"
"13993","4"
"13994",""
"13995",""
"13996","NA"
"13997","NA"
"13998","2"
"13999","NA"
"14000","NA"
"14001",""
"14002",""
"14003","7"
"14004","1"
"14005",""
"14006","NA"
"14007","1"
"14008","NA"
"14009","2"
"14010","4"
"14011","4"
"14012","3"
"14013","2"
"14014","NA"
"14015","1"
"14016","NA"
"14017","2"
"14018","1"
"14019","1"
"14020","NA"
"14021",""
"14022","1"
"14023",""
"14024",""
"14025","1"
"14026","1"
"14027","4"
"14028","4"
"14029","NA"
"14030","1"
"14031","2"
"14032","5"
"14033","NA"
"14034","2"
"14035","2"
"14036","4"
"14037","4"
"14038","1"
"14039",""
"14040","NA"
"14041",""
"14042",""
"14043","2"
"14044",""
"14045","1"
"14046","NA"
"14047","2"
"14048","4"
"14049","6"
"14050","1"
"14051","1"
"14052","2"
"14053","2"
"14054",""
"14055",""
"14056","2"
"14057","2"
"14058","4"
"14059","5"
"14060","1"
"14061","1"
"14062","3"
"14063","3"
"14064",""
"14065","4"
"14066",""
"14067",""
"14068","7"
"14069","NA"
"14070","2"
"14071",""
"14072","NA"
"14073",""
"14074","4"
"14075",""
"14076","NA"
"14077","3"
"14078",""
"14079",""
"14080","2"
"14081","3"
"14082","4"
"14083","3"
"14084",""
"14085","4"
"14086","3"
"14087","3"
"14088",""
"14089","2"
"14090","2"
"14091","1"
"14092",""
"14093","7"
"14094","5"
"14095","2"
"14096","2"
"14097","2"
"14098","NA"
"14099",""
"14100","10"
"14101","4"
"14102",""
"14103","2"
"14104","6"
"14105","NA"
"14106","1"
"14107","3"
"14108",""
"14109",""
"14110","2"
"14111","5"
"14112","1"
"14113","NA"
"14114","2"
"14115","3"
"14116","2"
"14117",""
"14118","NA"
"14119","NA"
"14120","7"
"14121","5"
"14122",""
"14123","1"
"14124",""
"14125","1"
"14126","NA"
"14127",""
"14128","3"
"14129","4"
"14130","4"
"14131",""
"14132",""
"14133","2"
"14134","NA"
"14135","2"
"14136",""
"14137","6"
"14138","NA"
"14139","2"
"14140",""
"14141",""
"14142","4"
"14143","2"
"14144","2"
"14145","2"
"14146","1"
"14147",""
"14148",""
"14149","2"
"14150",""
"14151","2"
"14152",""
"14153","1"
"14154",""
"14155","NA"
"14156","6"
"14157","2"
"14158","NA"
"14159","3"
"14160","2"
"14161","NA"
"14162",""
"14163","NA"
"14164","1"
"14165","2"
"14166","NA"
"14167","2"
"14168","NA"
"14169","1"
"14170","NA"
"14171",""
"14172","4"
"14173","3"
"14174","1"
"14175","2"
"14176",""
"14177","2"
"14178","2"
"14179","0"
"14180",""
"14181","NA"
"14182",""
"14183","NA"
"14184","1"
"14185","NA"
"14186","2"
"14187","2"
"14188","2"
"14189","5"
"14190","2"
"14191",""
"14192","4"
"14193","3"
"14194","1"
"14195","9"
"14196","1"
"14197","2"
"14198","NA"
"14199","5"
"14200","2"
"14201","7"
"14202","1"
"14203","1"
"14204","NA"
"14205","4"
"14206",""
"14207",""
"14208",""
"14209","0"
"14210",""
"14211",""
"14212","5"
"14213","2"
"14214","NA"
"14215","14"
"14216",""
"14217","2"
"14218","2"
"14219","2"
"14220","NA"
"14221","2"
"14222",""
"14223","2"
"14224","5"
"14225","6"
"14226","2"
"14227","NA"
"14228","NA"
"14229",""
"14230","2"
"14231","7"
"14232",""
"14233","NA"
"14234",""
"14235",""
"14236",""
"14237","NA"
"14238","2"
"14239","8"
"14240","2"
"14241",""
"14242","1"
"14243","4"
"14244","2"
"14245","11"
"14246",""
"14247","1"
"14248","4"
"14249","2"
"14250","4"
"14251",""
"14252",""
"14253","NA"
"14254","2"
"14255",""
"14256","NA"
"14257","2"
"14258","5"
"14259","3"
"14260","1"
"14261","2"
"14262","1"
"14263","3"
"14264","NA"
"14265","1"
"14266","2"
"14267","NA"
"14268","2"
"14269","2"
"14270","1"
"14271","1"
"14272","NA"
"14273",""
"14274","3"
"14275","2"
"14276","2"
"14277","1"
"14278","3"
"14279",""
"14280","1"
"14281","7"
"14282",""
"14283","1"
"14284",""
"14285","1"
"14286","1"
"14287",""
"14288","2"
"14289","NA"
"14290","6"
"14291","4"
"14292","3"
"14293","NA"
"14294","6"
"14295","3"
"14296","3"
"14297","5"
"14298","4"
"14299","NA"
"14300","2"
"14301","1"
"14302","3"
"14303","1"
"14304","NA"
"14305",""
"14306","NA"
"14307","2"
"14308",""
"14309","5"
"14310",""
"14311",""
"14312","3"
"14313","4"
"14314","NA"
"14315","6"
"14316","NA"
"14317","NA"
"14318","2"
"14319","1"
"14320","2"
"14321","1"
"14322","4"
"14323","1"
"14324","1"
"14325",""
"14326",""
"14327","NA"
"14328","2"
"14329","7"
"14330",""
"14331","2"
"14332","5"
"14333","2"
"14334","1"
"14335","2"
"14336",""
"14337","NA"
"14338","NA"
"14339","1"
"14340","5"
"14341","3"
"14342","5"
"14343","4"
"14344","2"
"14345","2"
"14346",""
"14347","1"
"14348","2"
"14349","4"
"14350","7"
"14351","3"
"14352","NA"
"14353","NA"
"14354",""
"14355","2"
"14356","1"
"14357","12"
"14358","1"
"14359","2"
"14360","NA"
"14361",""
"14362","NA"
"14363","5"
"14364","3"
"14365","NA"
"14366","1"
"14367","3"
"14368",""
"14369","4"
"14370","NA"
"14371",""
"14372","4"
"14373","1"
"14374","3"
"14375","2"
"14376","4"
"14377","2"
"14378","2"
"14379","12"
"14380","2"
"14381",""
"14382","1"
"14383","2"
"14384","1"
"14385","3"
"14386","NA"
"14387",""
"14388","4"
"14389","2"
"14390","NA"
"14391","3"
"14392","2"
"14393","2"
"14394","4"
"14395","2"
"14396",""
"14397",""
"14398",""
"14399","1"
"14400","2"
"14401","4"
"14402","4"
"14403","1"
"14404","NA"
"14405","5"
"14406","7"
"14407","3"
"14408","1"
"14409","NA"
"14410","1"
"14411",""
"14412","NA"
"14413",""
"14414","4"
"14415","5"
"14416","NA"
"14417","6"
"14418","9"
"14419","4"
"14420","1"
"14421",""
"14422","2"
"14423","3"
"14424",""
"14425",""
"14426","4"
"14427",""
"14428","NA"
"14429","NA"
"14430",""
"14431","NA"
"14432",""
"14433",""
"14434","1"
"14435","3"
"14436","11"
"14437",""
"14438","NA"
"14439","2"
"14440","3"
"14441",""
"14442",""
"14443","3"
"14444",""
"14445",""
"14446",""
"14447",""
"14448","NA"
"14449","2"
"14450","2"
"14451","1"
"14452","3"
"14453","4"
"14454","1"
"14455",""
"14456","1"
"14457","2"
"14458","7"
"14459","2"
"14460","4"
"14461",""
"14462","5"
"14463","10"
"14464","2"
"14465","1"
"14466","1"
"14467","2"
"14468",""
"14469","3"
"14470","2"
"14471","3"
"14472","3"
"14473","NA"
"14474","4"
"14475","2"
"14476","4"
"14477","4"
"14478","2"
"14479",""
"14480","2"
"14481","4"
"14482","4"
"14483","NA"
"14484",""
"14485","1"
"14486","5"
"14487","4"
"14488","5"
"14489",""
"14490","NA"
"14491","2"
"14492",""
"14493","1"
"14494","2"
"14495","3"
"14496","2"
"14497","2"
"14498",""
"14499","3"
"14500",""
"14501","3"
"14502","NA"
"14503",""
"14504","2"
"14505","NA"
"14506","4"
"14507","1"
"14508","1"
"14509","NA"
"14510","2"
"14511","7"
"14512",""
"14513",""
"14514","2"
"14515",""
"14516","1"
"14517","4"
"14518","2"
"14519","4"
"14520","1"
"14521","2"
"14522","1"
"14523","NA"
"14524",""
"14525","2"
"14526","NA"
"14527",""
"14528","NA"
"14529","1"
"14530","NA"
"14531","NA"
"14532","2"
"14533",""
"14534","3"
"14535","8"
"14536","NA"
"14537","NA"
"14538","1"
"14539","2"
"14540","2"
"14541",""
"14542","2"
"14543","2"
"14544","2"
"14545","4"
"14546","1"
"14547","2"
"14548",""
"14549","NA"
"14550","2"
"14551","NA"
"14552","NA"
"14553","1"
"14554","2"
"14555","NA"
"14556","1"
"14557","5"
"14558","2"
"14559","4"
"14560","NA"
"14561","NA"
"14562",""
"14563",""
"14564","NA"
"14565",""
"14566","1"
"14567","2"
"14568",""
"14569","2"
"14570","2"
"14571","NA"
"14572","4"
"14573","2"
"14574",""
"14575","4"
"14576","2"
"14577","2"
"14578","1"
"14579","2"
"14580","1"
"14581","1"
"14582","4"
"14583",""
"14584",""
"14585","2"
"14586",""
"14587","5"
"14588","5"
"14589","2"
"14590","1"
"14591","2"
"14592",""
"14593",""
"14594","NA"
"14595","2"
"14596",""
"14597","NA"
"14598","3"
"14599","2"
"14600",""
"14601","1"
"14602","4"
"14603","NA"
"14604","2"
"14605","7"
"14606","1"
"14607","5"
"14608",""
"14609","4"
"14610","NA"
"14611",""
"14612",""
"14613","6"
"14614","4"
"14615","1"
"14616","1"
"14617","3"
"14618","4"
"14619",""
"14620","2"
"14621","6"
"14622",""
"14623",""
"14624","NA"
"14625","3"
"14626","NA"
"14627","1"
"14628",""
"14629","5"
"14630",""
"14631","NA"
"14632","2"
"14633","3"
"14634","NA"
"14635","NA"
"14636","1"
"14637","13"
"14638","2"
"14639","5"
"14640",""
"14641",""
"14642","1"
"14643","1"
"14644","3"
"14645","1"
"14646","NA"
"14647","NA"
"14648",""
"14649",""
"14650","3"
"14651","3"
"14652",""
"14653","1"
"14654","2"
"14655",""
"14656","4"
"14657",""
"14658","2"
"14659","4"
"14660","11"
"14661","2"
"14662","3"
"14663","2"
"14664","NA"
"14665","2"
"14666",""
"14667","8"
"14668","3"
"14669","2"
"14670",""
"14671",""
"14672","3"
"14673","2"
"14674","3"
"14675",""
"14676",""
"14677","4"
"14678","NA"
"14679","2"
"14680","1"
"14681",""
"14682","4"
"14683","3"
"14684",""
"14685","1"
"14686","1"
"14687","NA"
"14688","2"
"14689","7"
"14690",""
"14691","2"
"14692","4"
"14693",""
"14694","2"
"14695","1"
"14696",""
"14697",""
"14698","3"
"14699","NA"
"14700",""
"14701","2"
"14702","3"
"14703","6"
"14704","NA"
"14705","2"
"14706","3"
"14707","2"
"14708",""
"14709","4"
"14710",""
"14711",""
"14712","NA"
"14713","1"
"14714","NA"
"14715","3"
"14716","NA"
"14717","1"
"14718","NA"
"14719",""
"14720","1"
"14721","5"
"14722","3"
"14723","1"
"14724","NA"
"14725",""
"14726","2"
"14727","7"
"14728","NA"
"14729","6"
"14730",""
"14731","6"
"14732",""
"14733","NA"
"14734","1"
"14735","1"
"14736","2"
"14737","4"
"14738","3"
"14739","2"
"14740","2"
"14741","4"
"14742",""
"14743","2"
"14744","1"
"14745",""
"14746","5"
"14747",""
"14748","NA"
"14749","1"
"14750","1"
"14751","8"
"14752","2"
"14753","4"
"14754","2"
"14755","4"
"14756","1"
"14757",""
"14758","4"
"14759","2"
"14760","2"
"14761","1"
"14762",""
"14763","2"
"14764",""
"14765","2"
"14766","2"
"14767","4"
"14768","2"
"14769","11"
"14770","7"
"14771","1"
"14772","1"
"14773","9"
"14774","7"
"14775","1"
"14776","1"
"14777","2"
"14778","6"
"14779","2"
"14780","1"
"14781","4"
"14782","4"
"14783",""
"14784","NA"
"14785","NA"
"14786","4"
"14787","4"
"14788","NA"
"14789","4"
"14790",""
"14791","2"
"14792","NA"
"14793","NA"
"14794","0"
"14795","NA"
"14796","2"
"14797","2"
"14798","1"
"14799","NA"
"14800",""
"14801","2"
"14802","6"
"14803","1"
"14804","NA"
"14805","2"
"14806","NA"
"14807","3"
"14808","3"
"14809",""
"14810","4"
"14811","5"
"14812","NA"
"14813","3"
"14814","3"
"14815","NA"
"14816",""
"14817","5"
"14818","NA"
"14819","NA"
"14820","1"
"14821","8"
"14822","NA"
"14823","NA"
"14824",""
"14825","1"
"14826","1"
"14827",""
"14828","NA"
"14829",""
"14830","NA"
"14831",""
"14832","NA"
"14833","1"
"14834","2"
"14835","2"
"14836","3"
"14837","NA"
"14838","2"
"14839","3"
"14840",""
"14841","3"
"14842","1"
"14843","2"
"14844","12"
"14845",""
"14846","6"
"14847",""
"14848","NA"
"14849","NA"
"14850","NA"
"14851","4"
"14852","2"
"14853","2"
"14854","4"
"14855","3"
"14856",""
"14857","4"
"14858","2"
"14859","1"
"14860","2"
"14861",""
"14862","NA"
"14863","3"
"14864",""
"14865","NA"
"14866","NA"
"14867","4"
"14868","NA"
"14869",""
"14870","2"
"14871",""
"14872","2"
"14873","NA"
"14874","2"
"14875","1"
"14876","3"
"14877","9"
"14878","7"
"14879",""
"14880","1"
"14881","NA"
"14882","2"
"14883","1"
"14884","NA"
"14885","3"
"14886","2"
"14887","NA"
"14888","2"
"14889","2"
"14890","1"
"14891","3"
"14892","1"
"14893","11"
"14894","2"
"14895",""
"14896",""
"14897","NA"
"14898","3"
"14899","4"
"14900","1"
"14901","14"
"14902","3"
"14903","4"
"14904",""
"14905","3"
"14906","1"
"14907","NA"
"14908","6"
"14909","9"
"14910",""
"14911","3"
"14912","2"
"14913","1"
"14914","NA"
"14915","6"
"14916","2"
"14917","0"
"14918","2"
"14919","1"
"14920",""
"14921","3"
"14922","NA"
"14923",""
"14924","17"
"14925",""
"14926","4"
"14927","2"
"14928",""
"14929",""
"14930","2"
"14931","4"
"14932","NA"
"14933","NA"
"14934","3"
"14935",""
"14936","1"
"14937","10"
"14938","1"
"14939","NA"
"14940","1"
"14941","1"
"14942","4"
"14943","2"
"14944","4"
"14945","3"
"14946","6"
"14947",""
"14948",""
"14949","3"
"14950","NA"
"14951",""
"14952","2"
"14953","8"
"14954","2"
"14955",""
"14956",""
"14957","4"
"14958","3"
"14959","1"
"14960","2"
"14961","NA"
"14962","6"
"14963","1"
"14964","4"
"14965","3"
"14966","2"
"14967","NA"
"14968","3"
"14969",""
"14970",""
"14971","NA"
"14972","NA"
"14973",""
"14974","2"
"14975",""
"14976","2"
"14977","3"
"14978","2"
"14979","4"
"14980","6"
"14981",""
"14982","2"
"14983","2"
"14984","4"
"14985",""
"14986","5"
"14987",""
"14988","1"
"14989","2"
"14990","5"
"14991","4"
"14992","3"
"14993","2"
"14994","NA"
"14995","NA"
"14996","5"
"14997","6"
"14998","9"
"14999","3"
"15000","NA"
"15001","NA"
"15002","NA"
"15003","7"
"15004","NA"
"15005","1"
"15006","1"
"15007","1"
"15008","1"
"15009","8"
"15010","1"
"15011",""
"15012","2"
"15013","2"
"15014","4"
"15015","8"
"15016","1"
"15017",""
"15018","2"
"15019","4"
"15020","5"
"15021","3"
"15022","4"
"15023","2"
"15024","4"
"15025","1"
"15026","5"
"15027","1"
"15028",""
"15029","4"
"15030",""
"15031","1"
"15032","1"
"15033",""
"15034","6"
"15035",""
"15036","9"
"15037","1"
"15038","9"
"15039","3"
"15040","3"
"15041","1"
"15042","3"
"15043","2"
"15044","1"
"15045","2"
"15046","10"
"15047",""
"15048","3"
"15049",""
"15050","3"
"15051","2"
"15052","1"
"15053","NA"
"15054",""
"15055","NA"
"15056",""
"15057","2"
"15058","2"
"15059","NA"
"15060","1"
"15061","NA"
"15062","1"
"15063","6"
"15064","NA"
"15065","1"
"15066","4"
"15067","5"
"15068","1"
"15069","2"
"15070","1"
"15071","NA"
"15072","2"
"15073","1"
"15074","3"
"15075","2"
"15076",""
"15077","1"
"15078","3"
"15079","NA"
"15080","NA"
"15081","1"
"15082","NA"
"15083",""
"15084",""
"15085","NA"
"15086","2"
"15087","1"
"15088","4"
"15089","1"
"15090","NA"
"15091","2"
"15092","3"
"15093","3"
"15094","2"
"15095","3"
"15096","4"
"15097","5"
"15098","2"
"15099","NA"
"15100",""
"15101","3"
"15102",""
"15103","1"
"15104",""
"15105","2"
"15106","3"
"15107","1"
"15108","5"
"15109","2"
"15110","3"
"15111","NA"
"15112","4"
"15113","NA"
"15114","3"
"15115","2"
"15116","1"
"15117","2"
"15118","3"
"15119",""
"15120","NA"
"15121","8"
"15122","9"
"15123","3"
"15124","7"
"15125","3"
"15126","3"
"15127",""
"15128","2"
"15129",""
"15130",""
"15131","4"
"15132","3"
"15133","1"
"15134","NA"
"15135","NA"
"15136",""
"15137","2"
"15138","2"
"15139","NA"
"15140","1"
"15141","4"
"15142","3"
"15143","2"
"15144","2"
"15145","NA"
"15146","NA"
"15147","3"
"15148","6"
"15149","2"
"15150","NA"
"15151","4"
"15152","1"
"15153","NA"
"15154","NA"
"15155","1"
"15156","4"
"15157","2"
"15158","2"
"15159","2"
"15160","8"
"15161","3"
"15162","1"
"15163","2"
"15164",""
"15165",""
"15166","2"
"15167","2"
"15168","3"
"15169",""
"15170","1"
"15171","2"
"15172","1"
"15173","5"
"15174","1"
"15175","NA"
"15176","1"
"15177","4"
"15178","3"
"15179","2"
"15180",""
"15181","5"
"15182","2"
"15183","2"
"15184",""
"15185","NA"
"15186","3"
"15187","3"
"15188","3"
"15189",""
"15190","3"
"15191","8"
"15192","NA"
"15193","2"
"15194","5"
"15195","NA"
"15196","4"
"15197",""
"15198","NA"
"15199",""
"15200","5"
"15201","NA"
"15202","NA"
"15203","NA"
"15204","1"
"15205","5"
"15206","8"
"15207","1"
"15208","6"
"15209","3"
"15210",""
"15211","2"
"15212","NA"
"15213","2"
"15214","1"
"15215","NA"
"15216","6"
"15217","7"
"15218","5"
"15219","6"
"15220","4"
"15221","NA"
"15222","2"
"15223","2"
"15224","3"
"15225",""
"15226","NA"
"15227","1"
"15228",""
"15229","1"
"15230","3"
"15231","2"
"15232","1"
"15233","NA"
"15234","NA"
"15235",""
"15236","2"
"15237",""
"15238","1"
"15239","3"
"15240","3"
"15241","4"
"15242",""
"15243","NA"
"15244","2"
"15245","4"
"15246","2"
"15247",""
"15248","3"
"15249","NA"
"15250","NA"
"15251","NA"
"15252",""
"15253","NA"
"15254","6"
"15255","NA"
"15256","2"
"15257",""
"15258","NA"
"15259","1"
"15260","NA"
"15261","2"
"15262","4"
"15263","1"
"15264","6"
"15265","1"
"15266","2"
"15267","2"
"15268","2"
"15269","2"
"15270","2"
"15271","1"
"15272",""
"15273","4"
"15274","3"
"15275","NA"
"15276","2"
"15277","1"
"15278","8"
"15279","4"
"15280",""
"15281",""
"15282","2"
"15283","NA"
"15284","2"
"15285","2"
"15286","2"
"15287","4"
"15288",""
"15289","2"
"15290","1"
"15291","2"
"15292","NA"
"15293","3"
"15294",""
"15295","3"
"15296","3"
"15297","NA"
"15298","NA"
"15299","2"
"15300","5"
"15301","2"
"15302","1"
"15303",""
"15304","4"
"15305","4"
"15306","1"
"15307","2"
"15308","NA"
"15309",""
"15310",""
"15311","3"
"15312",""
"15313",""
"15314","6"
"15315","2"
"15316",""
"15317","2"
"15318",""
"15319","1"
"15320","3"
"15321","NA"
"15322","2"
"15323","3"
"15324","NA"
"15325","3"
"15326","1"
"15327","2"
"15328","16"
"15329","12"
"15330","2"
"15331","1"
"15332",""
"15333","3"
"15334","2"
"15335","2"
"15336",""
"15337","4"
"15338",""
"15339","2"
"15340","2"
"15341",""
"15342","4"
"15343","3"
"15344","4"
"15345",""
"15346","3"
"15347","3"
"15348","3"
"15349","1"
"15350",""
"15351","2"
"15352","5"
"15353","1"
"15354","14"
"15355","2"
"15356","1"
